"symbol","stock_code","component_name","sw_level1_name","attention_rank_score","comment_score","focus_score","attention_bucket","attention_catalyst_flag","eastmoney_hot_rank","eastmoney_up_rank","xueqiu_follow_rank","xueqiu_tweet_rank","xueqiu_deal_rank","data_status"
"300181.SZ","300181","佐力药业","医药生物",,,,"缺失","False",,,,,,"missing"
"300182.SZ","300182","捷成股份","传媒",,,,"缺失","False",,,,,,"missing"
"300184.SZ","300184","力源信息","电子",,,,"缺失","False",,,,,,"missing"
"300185.SZ","300185","通裕重工","电力设备",,,,"缺失","False",,,,,,"missing"
"300188.SZ","300188","国投智能","计算机",,,,"缺失","False",,,,,,"missing"
"300199.SZ","300199","翰宇药业","医药生物",,,,"缺失","False",,,,,,"missing"
"300224.SZ","300224","正海磁材","有色金属",,,,"缺失","False",,,,,,"missing"
"300229.SZ","300229","拓尔思","计算机",,,,"缺失","False",,,,,,"missing"
"300236.SZ","300236","上海新阳","电子",,,,"缺失","False",,,,,,"missing"
"300244.SZ","300244","迪安诊断","医药生物",,,,"缺失","False",,,,,,"missing"
"300253.SZ","300253","卫宁健康","计算机",,,,"缺失","False",,,,,,"missing"
"300257.SZ","300257","开山股份","机械设备",,,,"缺失","False",,,,,,"missing"
"300260.SZ","300260","新莱应材","机械设备",,,,"缺失","False",,,,,,"missing"
"300276.SZ","300276","三丰智能","机械设备",,,,"缺失","False",,,,,,"missing"
"300284.SZ","300284","苏交科","建筑装饰",,,,"缺失","False",,,,,,"missing"
"300294.SZ","300294","博雅生物","医药生物",,,,"缺失","False",,,,,,"missing"
"300296.SZ","300296","利亚德","电子",,,,"缺失","False",,,,,,"missing"
"300298.SZ","300298","三诺生物","医药生物",,,,"缺失","False",,,,,,"missing"
"300303.SZ","300303","聚飞光电","电子",,,,"缺失","False",,,,,,"missing"
"300315.SZ","300315","掌趣科技","传媒",,,,"缺失","False",,,,,,"missing"
"300319.SZ","300319","麦捷科技","电子",,,,"缺失","False",,,,,,"missing"
"300322.SZ","300322","硕贝德","电子",,,,"缺失","False",,,,,,"missing"
"300323.SZ","300323","华灿光电","电子",,,,"缺失","False",,,,,,"missing"
"300327.SZ","300327","中颖电子","电子",,,,"缺失","False",,,,,,"missing"
"300337.SZ","300337","银邦股份","有色金属",,,,"缺失","False",,,,,,"missing"
"300341.SZ","300341","麦克奥迪","医药生物",,,,"缺失","False",,,,,,"missing"
"300342.SZ","300342","天银机电","家用电器",,,,"缺失","False",,,,,,"missing"
"300348.SZ","300348","长亮科技","计算机",,,,"缺失","False",,,,,,"missing"
"300353.SZ","300353","东土科技","通信",,,,"缺失","False",,,,,,"missing"
"300357.SZ","300357","我武生物","医药生物",,,,"缺失","False",,,,,,"missing"
"300360.SZ","300360","炬华科技","电力设备",,,,"缺失","False",,,,,,"missing"
"300363.SZ","300363","博腾股份","医药生物",,,,"缺失","False",,,,,,"missing"
"300376.SZ","300376","易事特","电力设备",,,,"缺失","False",,,,,,"missing"
"300378.SZ","300378","鼎捷数智","计算机",,,,"缺失","False",,,,,,"missing"
"300398.SZ","300398","飞凯材料","电子",,,,"缺失","False",,,,,,"missing"
"300409.SZ","300409","道氏技术","电力设备",,,,"缺失","False",,,,,,"missing"
"300415.SZ","300415","伊之密","机械设备","0",,,"低","False",,"1391",,,,"ok"
"300416.SZ","300416","苏试试验","社会服务",,,,"缺失","False",,,,,,"missing"
"300428.SZ","300428","立中集团","汽车",,,,"缺失","False",,,,,,"missing"
"300438.SZ","300438","鹏辉能源","电力设备",,,,"缺失","False",,,,,,"missing"
"300443.SZ","300443","金雷股份","电力设备",,,,"缺失","False",,,,,,"missing"
"300446.SZ","300446","航天智造","汽车",,,,"缺失","False",,,,,,"missing"
"300455.SZ","300455","航天智装","计算机",,,,"缺失","False",,,,,,"missing"
"300456.SZ","300456","赛微电子","电子",,,,"缺失","False",,,,,,"missing"
"300457.SZ","300457","赢合科技","电力设备",,,,"缺失","False",,,,,,"missing"
"300459.SZ","300459","汤姆猫","传媒",,,,"缺失","False",,,,,,"missing"
"300468.SZ","300468","四方精创","计算机",,,,"缺失","False",,,,,,"missing"
"300482.SZ","300482","万孚生物","医药生物",,,,"缺失","False",,,,,,"missing"
"300492.SZ","300492","华图山鼎","建筑装饰",,,,"缺失","False",,,,,,"missing"
"300493.SZ","300493","润欣科技","电子",,,,"缺失","False",,,,,,"missing"
"300503.SZ","300503","昊志机电","机械设备",,,,"缺失","False",,,,,,"missing"
"300525.SZ","300525","博思软件","计算机",,,,"缺失","False",,,,,,"missing"
"300529.SZ","300529","健帆生物","医药生物",,,,"缺失","False",,,,,,"missing"
"300568.SZ","300568","星源材质","电力设备",,,,"缺失","False",,,,,,"missing"
"300573.SZ","300573","兴齐眼药","医药生物",,,,"缺失","False",,,,,,"missing"
"300576.SZ","300576","容大感光","电子",,,,"缺失","False",,,,,,"missing"
"300579.SZ","300579","数字认证","计算机",,,,"缺失","False",,,,,,"missing"
"300580.SZ","300580","贝斯特","汽车",,,,"缺失","False",,,,,,"missing"
"300593.SZ","300593","新雷能","电力设备",,,,"缺失","False",,,,,,"missing"
"300595.SZ","300595","欧普康视","医药生物","0",,,"低","False",,,,,"69","ok"
"300598.SZ","300598","诚迈科技","计算机",,,,"缺失","False",,,,,,"missing"
"300601.SZ","300601","康泰生物","医药生物",,,,"缺失","False",,,,,,"missing"
"300602.SZ","300602","飞荣达","电子",,,,"缺失","False",,,,,,"missing"
"300607.SZ","300607","拓斯达","机械设备",,,,"缺失","False",,,,,,"missing"
"300613.SZ","300613","富瀚微","电子",,,,"缺失","False",,,,,,"missing"
"300618.SZ","300618","寒锐钴业","有色金属",,,,"缺失","False",,,,,,"missing"
"300624.SZ","300624","万兴科技","计算机",,,,"缺失","False",,,,,,"missing"
"300633.SZ","300633","开立医疗","医药生物",,,,"缺失","False",,,,,,"missing"
"300634.SZ","300634","彩讯股份","计算机",,,,"缺失","False",,,,,,"missing"
"300638.SZ","300638","广和通","通信",,,,"缺失","False",,,,,,"missing"
"300641.SZ","300641","正丹股份","基础化工",,,,"缺失","False",,,,,,"missing"
"300655.SZ","300655","晶瑞电材","电子",,,,"缺失","False",,,,,,"missing"
"300657.SZ","300657","弘信电子","电子",,,,"缺失","False",,,,,,"missing"
"300660.SZ","300660","江苏雷利","电力设备",,,,"缺失","False",,,,,,"missing"
"300672.SZ","300672","国科微","电子",,,,"缺失","False",,,,,,"missing"
"300674.SZ","300674","宇信科技","计算机",,,,"缺失","False",,,,,,"missing"
"300678.SZ","300678","中科信息","计算机",,,,"缺失","False",,,,,,"missing"
"300680.SZ","300680","隆盛科技","汽车",,,,"缺失","False",,,,,,"missing"
"300682.SZ","300682","朗新科技","计算机",,,,"缺失","False",,,,,,"missing"
"300684.SZ","300684","中石科技","电子",,,,"缺失","False",,,,,,"missing"
"300685.SZ","300685","艾德生物","医药生物",,,,"缺失","False",,,,,,"missing"
"300687.SZ","300687","赛意信息","计算机",,,,"缺失","False",,,,,,"missing"
"300693.SZ","300693","盛弘股份","电力设备",,,,"缺失","False",,,,,,"missing"
"300702.SZ","300702","天宇股份","医药生物",,,,"缺失","False",,,,,,"missing"
"300723.SZ","300723","一品红","医药生物",,,,"缺失","False",,,,,,"missing"
"300725.SZ","300725","药石科技","医药生物",,,,"缺失","False",,,,,,"missing"
"300726.SZ","300726","宏达电子","国防军工",,,,"缺失","False",,,,,,"missing"
"300738.SZ","300738","奥飞数据","通信",,,,"缺失","False",,,,,,"missing"
"300747.SZ","300747","锐科激光","机械设备",,,,"缺失","False",,,,,,"missing"
"300761.SZ","300761","立华股份","农林牧渔",,,,"缺失","False",,,,,,"missing"
"300762.SZ","300762","上海瀚讯","国防军工",,,,"缺失","False",,,,,,"missing"
"300768.SZ","300768","迪普科技","计算机",,,,"缺失","False",,,,,,"missing"
"300770.SZ","300770","新媒股份","传媒",,,,"缺失","False",,,,,,"missing"
"300772.SZ","300772","运达股份","电力设备",,,,"缺失","False",,,,,,"missing"
"300773.SZ","300773","拉卡拉","非银金融",,,,"缺失","False",,,,,,"missing"
"300775.SZ","300775","三角防务","国防军工",,,,"缺失","False",,,,,,"missing"
"300776.SZ","300776","帝尔激光","电力设备",,,,"缺失","False",,,,,,"missing"
"300777.SZ","300777","中简科技","国防军工",,,,"缺失","False",,,,,,"missing"
"300779.SZ","300779","惠城环保","环保",,,,"缺失","False",,,,,,"missing"
"300783.SZ","300783","三只松鼠","食品饮料",,,,"缺失","False",,,,,,"missing"
"300806.SZ","300806","斯迪克","基础化工",,,,"缺失","False",,,,,,"missing"
"300809.SZ","300809","华辰装备","机械设备",,,,"缺失","False",,,,,,"missing"
"300811.SZ","300811","铂科新材","有色金属",,,,"缺失","False",,,,,,"missing"
"300814.SZ","300814","中富电路","电子",,,,"缺失","False",,,,,,"missing"
"300820.SZ","300820","英杰电气","电力设备",,,,"缺失","False",,,,,,"missing"
"300821.SZ","300821","东岳硅材","基础化工","0.333333333333333",,,"中","False","88",,"97",,"13","ok"
"300827.SZ","300827","上能电气","电力设备",,,,"缺失","False",,,,,,"missing"
"300841.SZ","300841","康华生物","医药生物",,,,"缺失","False",,,,,,"missing"
"300850.SZ","300850","新强联","电力设备",,,,"缺失","False",,,,,,"missing"
"300855.SZ","300855","图南股份","有色金属",,,,"缺失","False",,,,,,"missing"
"300861.SZ","300861","美畅股份","机械设备",,,,"缺失","False",,,,,,"missing"
"300870.SZ","300870","欧陆通","电力设备",,,,"缺失","False",,,,,,"missing"
"300872.SZ","300872","天阳科技","计算机",,,,"缺失","False",,,,,,"missing"
"300910.SZ","300910","瑞丰新材","基础化工",,,,"缺失","False",,,,,,"missing"
"300913.SZ","300913","兆龙互连","通信",,,,"缺失","False",,,,,,"missing"
"300925.SZ","300925","法本信息","计算机",,,,"缺失","False",,,,,,"missing"
"300926.SZ","300926","博俊科技","汽车",,,,"缺失","False",,,,,,"missing"
"300969.SZ","300969","恒帅股份","汽车",,,,"缺失","False",,,,,,"missing"
"300990.SZ","300990","同飞股份","机械设备",,,,"缺失","False",,,,,,"missing"
"301000.SZ","301000","肇民科技","汽车",,,,"缺失","False",,,,,,"missing"
"301005.SZ","301005","超捷股份","汽车",,,,"缺失","False",,,,,,"missing"
"301015.SZ","301015","百洋医药","医药生物",,,,"缺失","False",,,,,,"missing"
"301018.SZ","301018","申菱环境","机械设备",,,,"缺失","False",,,,,,"missing"
"301029.SZ","301029","怡合达","机械设备",,,,"缺失","False",,,,,,"missing"
"301031.SZ","301031","中熔电气","电子",,,,"缺失","False",,,,,,"missing"
"301035.SZ","301035","润丰股份","基础化工",,,,"缺失","False",,,,,,"missing"
"301039.SZ","301039","中集车辆","汽车","0",,,"低","False",,"2046",,,,"ok"
"301047.SZ","301047","义翘神州","医药生物",,,,"缺失","False",,,,,,"missing"
"301050.SZ","301050","雷电微力","国防军工",,,,"缺失","False",,,,,,"missing"
"301061.SZ","301061","匠心家居","轻工制造",,,,"缺失","False",,,,,,"missing"
"301071.SZ","301071","力量钻石","基础化工",,,,"缺失","False",,,,,,"missing"
"301078.SZ","301078","孩子王","商贸零售",,,,"缺失","False",,,,,,"missing"
"301087.SZ","301087","可孚医疗","医药生物",,,,"缺失","False",,,,,,"missing"
"301091.SZ","301091","深城交","建筑装饰",,,,"缺失","False",,,,,,"missing"
"301095.SZ","301095","广立微","计算机",,,,"缺失","False",,,,,,"missing"
"301101.SZ","301101","明月镜片","轻工制造",,,,"缺失","False",,,,,,"missing"
"301109.SZ","301109","军信股份","环保",,,,"缺失","False",,,,,,"missing"
"301127.SZ","301127","武汉天源","环保",,,,"缺失","False",,,,,,"missing"
"301153.SZ","301153","中科江南","计算机",,,,"缺失","False",,,,,,"missing"
"301155.SZ","301155","海力风电","电力设备",,,,"缺失","False",,,,,,"missing"
"301171.SZ","301171","易点天下","传媒",,,,"缺失","False",,,,,,"missing"
"301175.SZ","301175","中科环保","环保",,,,"缺失","False",,,,,,"missing"
"301177.SZ","301177","迪阿股份","纺织服饰",,,,"缺失","False",,,,,,"missing"
"301196.SZ","301196","唯科科技","基础化工",,,,"缺失","False",,,,,,"missing"
"301205.SZ","301205","联特科技","通信",,,,"缺失","False",,,,,,"missing"
"301207.SZ","301207","华兰疫苗","医药生物",,,,"缺失","False",,,,,,"missing"
"301215.SZ","301215","中汽股份","汽车",,,,"缺失","False",,,,,,"missing"
"301216.SZ","301216","万凯新材","基础化工",,,,"缺失","False",,,,,,"missing"
"301217.SZ","301217","铜冠铜箔","电力设备",,,,"缺失","False",,,,,,"missing"
"301219.SZ","301219","腾远钴业","有色金属",,,,"缺失","False",,,,,,"missing"
"301225.SZ","301225","恒勃股份","汽车","0",,,"低","False",,"1687",,,,"ok"
"301238.SZ","301238","瑞泰新材","电力设备",,,,"缺失","False",,,,,,"missing"
"301262.SZ","301262","海看股份","传媒",,,,"缺失","False",,,,,,"missing"
"301263.SZ","301263","泰恩康","医药生物","0",,,"低","False",,"1440",,,,"ok"
"301267.SZ","301267","华厦眼科","医药生物",,,,"缺失","False",,,,,,"missing"
"301268.SZ","301268","铭利达","机械设备",,,,"缺失","False",,,,,,"missing"
"301275.SZ","301275","汉朔科技","电子",,,,"缺失","False",,,,,,"missing"
"301291.SZ","301291","明阳电气","电力设备",,,,"缺失","False",,,,,,"missing"
"301293.SZ","301293","三博脑科","医药生物",,,,"缺失","False",,,,,,"missing"
"301297.SZ","301297","富乐德","电子",,,,"缺失","False",,,,,,"missing"
"301316.SZ","301316","慧博云通","计算机",,,,"缺失","False",,,,,,"missing"
"301327.SZ","301327","华宝新能","电力设备",,,,"缺失","False",,,,,,"missing"
"301339.SZ","301339","通行宝","计算机",,,,"缺失","False",,,,,,"missing"
"301345.SZ","301345","涛涛车业","汽车",,,,"缺失","False",,,,,,"missing"
"301363.SZ","301363","美好医疗","医药生物",,,,"缺失","False",,,,,,"missing"
"301371.SZ","301371","敷尔佳","美容护理",,,,"缺失","False",,,,,,"missing"
"301381.SZ","301381","赛维时代","商贸零售","0",,,"低","False",,"518",,,,"ok"
"301389.SZ","301389","隆扬电子","电子",,,,"缺失","False",,,,,,"missing"
"301392.SZ","301392","汇成真空","机械设备",,,,"缺失","False",,,,,,"missing"
"301396.SZ","301396","宏景科技","计算机",,,,"缺失","False",,,,,,"missing"
"301413.SZ","301413","安培龙","机械设备",,,,"缺失","False",,,,,,"missing"
"301421.SZ","301421","波长光电","电子",,,,"缺失","False",,,,,,"missing"
"301458.SZ","301458","钧崴电子","电子",,,,"缺失","False",,,,,,"missing"
"301487.SZ","301487","盟固利","电力设备",,,,"缺失","False",,,,,,"missing"
"301488.SZ","301488","豪恩汽电","汽车",,,,"缺失","False",,,,,,"missing"
"301489.SZ","301489","思泉新材","电子",,,,"缺失","False",,,,,,"missing"
"301500.SZ","301500","飞南资源","环保",,,,"缺失","False",,,,,,"missing"
"301510.SZ","301510","固高科技","机械设备",,,,"缺失","False",,,,,,"missing"
"301511.SZ","301511","德福科技","电力设备",,,,"缺失","False",,,,,,"missing"
"301522.SZ","301522","上大股份","有色金属",,,,"缺失","False",,,,,,"missing"
"301550.SZ","301550","斯菱智驱","汽车",,,,"缺失","False",,,,,,"missing"
"301551.SZ","301551","无线传媒","传媒",,,,"缺失","False",,,,,,"missing"
"301556.SZ","301556","托普云农","计算机",,,,"缺失","False",,,,,,"missing"
"301563.SZ","301563","云汉芯城","电子",,,,"缺失","False",,,,,,"missing"
"301565.SZ","301565","中仑新材","基础化工",,,,"缺失","False",,,,,,"missing"
"301571.SZ","301571","国科天成","国防军工",,,,"缺失","False",,,,,,"missing"
"301584.SZ","301584","建发致新","医药生物",,,,"缺失","False",,,,,,"missing"
"301589.SZ","301589","诺瓦星云","计算机",,,,"缺失","False",,,,,,"missing"
"301592.SZ","301592","六九一二","国防军工",,,,"缺失","False",,,,,,"missing"
"301600.SZ","301600","慧翰股份","计算机",,,,"缺失","False",,,,,,"missing"
"301602.SZ","301602","超研股份","医药生物",,,,"缺失","False",,,,,,"missing"
"301622.SZ","301622","英思特","有色金属",,,,"缺失","False",,,,,,"missing"
"301626.SZ","301626","苏州天脉","电子",,,,"缺失","False",,,,,,"missing"
"301631.SZ","301631","壹连科技","汽车",,,,"缺失","False",,,,,,"missing"
"301632.SZ","301632","广东建科","社会服务",,,,"缺失","False",,,,,,"missing"
"301658.SZ","301658","首航新能","电力设备",,,,"缺失","False",,,,,,"missing"
"301662.SZ","301662","宏工科技","电力设备",,,,"缺失","False",,,,,,"missing"
"301665.SZ","301665","泰禾股份","基础化工",,,,"缺失","False",,,,,,"missing"
"301678.SZ","301678","新恒汇","电子",,,,"缺失","False",,,,,,"missing"
"600006.SH","600006","东风股份","汽车",,,,"缺失","False",,,,,,"missing"
"600012.SH","600012","皖通高速","交通运输",,,,"缺失","False",,,,,,"missing"
"600017.SH","600017","日照港","交通运输",,,,"缺失","False",,,,,,"missing"
"600022.SH","600022","山东钢铁","钢铁",,,,"缺失","False",,,,,,"missing"
"600033.SH","600033","福建高速","交通运输",,,,"缺失","False",,,,,,"missing"
"600037.SH","600037","歌华有线","传媒",,,,"缺失","False",,,,,,"missing"
"600055.SH","600055","万东医疗","医药生物",,,,"缺失","False",,,,,,"missing"
"600056.SH","600056","中国医药","医药生物",,,,"缺失","False",,,,,,"missing"
"600057.SH","600057","厦门象屿","交通运输",,,,"缺失","False",,,,,,"missing"
"600058.SH","600058","五矿发展","商贸零售",,,,"缺失","False",,,,,,"missing"
"600059.SH","600059","古越龙山","食品饮料",,,,"缺失","False",,,,,,"missing"
"600063.SH","600063","皖维高新","基础化工",,,,"缺失","False",,,,,,"missing"
"600064.SH","600064","南京高科","房地产",,,,"缺失","False",,,,,,"missing"
"600072.SH","600072","中船科技","电力设备",,,,"缺失","False",,,,,,"missing"
"600075.SH","600075","新疆天业","基础化工",,,,"缺失","False",,,,,,"missing"
"600094.SH","600094","大名城","房地产",,,,"缺失","False",,,,,,"missing"
"600113.SH","600113","浙江东日","商贸零售",,,,"缺失","False",,,,,,"missing"
"600114.SH","600114","东睦股份","机械设备",,,,"缺失","False",,,,,,"missing"
"600116.SH","600116","三峡水利","公用事业",,,,"缺失","False",,,,,,"missing"
"600120.SH","600120","浙江东方","未映射",,,,"缺失","False",,,,,,"missing"
"600123.SH","600123","兰花科创","煤炭",,,,"缺失","False",,,,,,"missing"
"600129.SH","600129","太极集团","医药生物",,,,"缺失","False",,,,,,"missing"
"600133.SH","600133","东湖高新","环保",,,,"缺失","False",,,,,,"missing"
"600151.SH","600151","航天机电","电力设备",,,,"缺失","False",,,,,,"missing"
"600155.SH","600155","华创云信","非银金融",,,,"缺失","False",,,,,,"missing"
"600158.SH","600158","中体产业","社会服务",,,,"缺失","False",,,,,,"missing"
"600163.SH","600163","中闽能源","公用事业",,,,"缺失","False",,,,,,"missing"
"600167.SH","600167","联美控股","公用事业",,,,"缺失","False",,,,,,"missing"
"600179.SH","600179","安通控股","交通运输",,,,"缺失","False",,,,,,"missing"
"600184.SH","600184","光电股份","国防军工",,,,"缺失","False",,,,,,"missing"
"600185.SH","600185","珠免集团","商贸零售",,,,"缺失","False",,,,,,"missing"
"600186.SH","600186","莲花控股","食品饮料","0",,,"低","False","59",,,,,"ok"
"600201.SH","600201","生物股份","农林牧渔",,,,"缺失","False",,,,,,"missing"
"600206.SH","600206","有研新材","电子","0.5",,,"中","False","40",,"86",,,"ok"
"600210.SH","600210","紫江企业","轻工制造",,,,"缺失","False",,,,,,"missing"
"600211.SH","600211","西藏药业","医药生物",,,,"缺失","False",,,,,,"missing"
"600216.SH","600216","浙江医药","医药生物",,,,"缺失","False",,,,,,"missing"
"600226.SH","600226","亨通股份","公用事业",,,,"缺失","False",,,,,,"missing"
"600246.SH","600246","万通发展","房地产",,,,"缺失","False",,,,,,"missing"
"600248.SH","600248","陕建股份","建筑装饰",,,,"缺失","False",,,,,,"missing"
"600252.SH","600252","中恒集团","医药生物",,,,"缺失","False",,,,,,"missing"
"600258.SH","600258","首旅酒店","社会服务",,,,"缺失","False",,,,,,"missing"
"600259.SH","600259","中稀有色","有色金属",,,,"缺失","False",,,,,,"missing"
"600266.SH","600266","城建发展","房地产",,,,"缺失","False",,,,,,"missing"
"600267.SH","600267","海正药业","医药生物",,,,"缺失","False",,,,,,"missing"
"600268.SH","600268","国电南自","电力设备",,,,"缺失","False",,,,,,"missing"
"600269.SH","600269","赣粤高速","交通运输",,,,"缺失","False",,,,,,"missing"
"600273.SH","600273","嘉化能源","基础化工",,,,"缺失","False",,,,,,"missing"
"600285.SH","600285","羚锐制药","医药生物",,,,"缺失","False",,,,,,"missing"
"600301.SH","600301","华锡有色","有色金属",,,,"缺失","False",,,,,,"missing"
"600305.SH","600305","恒顺醋业","食品饮料",,,,"缺失","False",,,,,,"missing"
"600315.SH","600315","上海家化","美容护理",,,,"缺失","False",,,,,,"missing"
"600320.SH","600320","振华重工","机械设备",,,,"缺失","False",,,,,,"missing"
"600323.SH","600323","瀚蓝环境","环保",,,,"缺失","False",,,,,,"missing"
"600325.SH","600325","华发股份","房地产",,,,"缺失","False",,,,,,"missing"
"600328.SH","600328","中盐化工","基础化工",,,,"缺失","False",,,,,,"missing"
"600330.SH","600330","天通股份","电子",,,,"缺失","False",,,,,,"missing"
"600331.SH","600331","宏达股份","基础化工",,,,"缺失","False",,,,,,"missing"
"600335.SH","600335","国机汽车","汽车",,,,"缺失","False",,,,,,"missing"
"600338.SH","600338","西藏珠峰","有色金属",,,,"缺失","False",,,,,,"missing"
"600345.SH","600345","长江通信","通信",,,,"缺失","False",,,,,,"missing"
"600353.SH","600353","旭光电子","电子",,,,"缺失","False",,,,,,"missing"
"600361.SH","600361","创新新材","有色金属",,,,"缺失","False",,,,,,"missing"
"600366.SH","600366","宁波韵升","有色金属",,,,"缺失","False",,,,,,"missing"
"600373.SH","600373","中文传媒","传媒",,,,"缺失","False",,,,,,"missing"
"600388.SH","600388","龙净环保","环保",,,,"缺失","False",,,,,,"missing"
"600389.SH","600389","江山股份","未映射",,,,"缺失","False",,,,,,"missing"
"600391.SH","600391","航发科技","国防军工",,,,"缺失","False",,,,,,"missing"
"600395.SH","600395","盘江股份","煤炭",,,,"缺失","False",,,,,,"missing"
"600399.SH","600399","抚顺特钢","钢铁",,,,"缺失","False",,,,,,"missing"
"600403.SH","600403","大有能源","煤炭","0",,,"低","False","89",,,,,"ok"
"600409.SH","600409","三友化工","基础化工",,,,"缺失","False",,,,,,"missing"
"600416.SH","600416","湘电股份","电力设备",,,,"缺失","False",,,,,,"missing"
"600420.SH","600420","国药现代","未映射","1",,,"高","True",,,,,"46","ok"
"600422.SH","600422","昆药集团","医药生物",,,,"缺失","False",,,,,,"missing"
"600428.SH","600428","中远海特","交通运输",,,,"缺失","False",,,,,,"missing"
"600446.SH","600446","金证股份","计算机",,,,"缺失","False",,,,,,"missing"
"600452.SH","600452","涪陵电力","公用事业",,,,"缺失","False",,,,,,"missing"
"600456.SH","600456","宝钛股份","未映射",,,,"缺失","False",,,,,,"missing"
"600458.SH","600458","时代新材","机械设备",,,,"缺失","False",,,,,,"missing"
"600459.SH","600459","贵研铂业","有色金属",,,,"缺失","False",,,,,,"missing"
"600461.SH","600461","洪城环境","环保",,,,"缺失","False",,,,,,"missing"
"600475.SH","600475","华光环能","公用事业",,,,"缺失","False",,,,,,"missing"
"600478.SH","600478","科力远","电力设备",,,,"缺失","False",,,,,,"missing"
"600480.SH","600480","凌云股份","未映射",,,,"缺失","False",,,,,,"missing"
"600490.SH","600490","鹏欣资源","有色金属",,,,"缺失","False",,,,,,"missing"
"600502.SH","600502","安徽建工","建筑装饰",,,,"缺失","False",,,,,,"missing"
"600507.SH","600507","方大特钢","钢铁",,,,"缺失","False",,,,,,"missing"
"600508.SH","600508","上海能源","煤炭",,,,"缺失","False",,,,,,"missing"
"600509.SH","600509","天富能源","公用事业",,,,"缺失","False",,,,,,"missing"
"600528.SH","600528","中铁工业","机械设备",,,,"缺失","False",,,,,,"missing"
"600529.SH","600529","山东药玻","医药生物",,,,"缺失","False",,,,,,"missing"
"600531.SH","600531","豫光金铅","有色金属",,,,"缺失","False",,,,,,"missing"
"600550.SH","600550","保变电气","电力设备",,,,"缺失","False",,,,,,"missing"
"600552.SH","600552","凯盛科技","电子",,,,"缺失","False",,,,,,"missing"
"600556.SH","600556","天下秀","传媒",,,,"缺失","False",,,,,,"missing"
"600557.SH","600557","康缘药业","医药生物",,,,"缺失","False",,,,,,"missing"
"600559.SH","600559","老白干酒","食品饮料",,,,"缺失","False",,,,,,"missing"
"600572.SH","600572","康恩贝","医药生物",,,,"缺失","False",,,,,,"missing"
"600575.SH","600575","淮河能源","煤炭",,,,"缺失","False",,,,,,"missing"
"600577.SH","600577","精达股份","电力设备",,,,"缺失","False",,,,,,"missing"
"600587.SH","600587","新华医疗","医药生物",,,,"缺失","False",,,,,,"missing"
"600596.SH","600596","新安股份","基础化工",,,,"缺失","False",,,,,,"missing"
"600597.SH","600597","光明乳业","食品饮料",,,,"缺失","False",,,,,,"missing"
"600612.SH","600612","老凤祥","纺织服饰",,,,"缺失","False",,,,,,"missing"
"600618.SH","600618","氯碱化工","基础化工",,,,"缺失","False",,,,,,"missing"
"600619.SH","600619","海立股份","家用电器",,,,"缺失","False",,,,,,"missing"
"600621.SH","600621","华鑫股份","非银金融",,,,"缺失","False",,,,,,"missing"
"600623.SH","600623","华谊集团","基础化工",,,,"缺失","False",,,,,,"missing"
"600629.SH","600629","华建集团","建筑装饰",,,,"缺失","False",,,,,,"missing"
"600633.SH","600633","浙数文化","传媒",,,,"缺失","False",,,,,,"missing"
"600635.SH","600635","大众公用","公用事业",,,,"缺失","False",,,,,,"missing"
"600639.SH","600639","浦东金桥","房地产",,,,"缺失","False",,,,,,"missing"
"600640.SH","600640","国脉文化","传媒",,,,"缺失","False",,,,,,"missing"
"600641.SH","600641","先导基电","房地产","0",,,"低","False",,,,"88",,"ok"
"600643.SH","600643","爱建集团","非银金融",,,,"缺失","False",,,,,,"missing"
"600645.SH","600645","中源协和","医药生物",,,,"缺失","False",,,,,,"missing"
"600649.SH","600649","城投控股","房地产",,,,"缺失","False",,,,,,"missing"
"600651.SH","600651","飞乐音响","汽车",,,,"缺失","False",,,,,,"missing"
"600654.SH","600654","中安科","计算机",,,,"缺失","False",,,,,,"missing"
"600657.SH","600657","信达地产","房地产",,,,"缺失","False",,,,,,"missing"
"600662.SH","600662","外服控股","社会服务",,,,"缺失","False",,,,,,"missing"
"600664.SH","600664","哈药股份","医药生物","1",,,"高","True","6",,,,,"ok"
"600667.SH","600667","太极实业","建筑装饰","0.5",,,"中","False","17",,"84",,,"ok"
"600675.SH","600675","中华企业","房地产",,,,"缺失","False",,,,,,"missing"
"600682.SH","600682","南京新百","综合",,,,"缺失","False",,,,,,"missing"
"600686.SH","600686","金龙汽车","汽车",,,,"缺失","False",,,,,,"missing"
"600710.SH","600710","苏美达","商贸零售",,,,"缺失","False",,,,,,"missing"
"600717.SH","600717","天津港","交通运输",,,,"缺失","False",,,,,,"missing"
"600718.SH","600718","东软集团","计算机",,,,"缺失","False",,,,,,"missing"
"600726.SH","600726","华电能源","公用事业",,,,"缺失","False",,,,,,"missing"
"600728.SH","600728","佳都科技","计算机",,,,"缺失","False",,,,,,"missing"
"600729.SH","600729","重百集团","商贸零售",,,,"缺失","False",,,,,,"missing"
"600739.SH","600739","辽宁成大","医药生物",,,,"缺失","False",,,,,,"missing"
"600740.SH","600740","山西焦化","煤炭",,,,"缺失","False",,,,,,"missing"
"600744.SH","600744","华银电力","公用事业",,,,"缺失","False",,,,,,"missing"
"600746.SH","600746","江苏索普","基础化工",,,,"缺失","False",,,,,,"missing"
"600750.SH","600750","华润江中","医药生物",,,,"缺失","False",,,,,,"missing"
